reference_role,inference_role,reference_name,inference_name
REACTANT,REACTANT,trimethylsilylacetylene,trimethylsilylacetylene
REACTANT,REACTANT,7-bromo-2-methyl-quinoline,7-bromo-2-methyl-quinoline
REACTANT,CATALYST,PdCl2(PPh3)3,PdCl2(PPh3)3
REACTANT,REACTANT,triphenylphosphine,triphenylphosphine
CATALYST,CATALYST,copper iodide,copper iodide
REACTANT,REACTANT,"1-Hexyl-3,4-dimethyl-4-(3-vinylphenyl)piperidine","1-Hexyl-3,4-dimethyl-4-(3-vinylphenyl)piperidine"
REACTANT,SOLVENT,water,water
SOLVENT,SOLVENT,acetone,acetone
REACTANT,REACTANT,4-methylmorpholine N-oxide,4-methylmorpholine N-oxide
CATALYST,COMPOUND_MISSING,osmium tetroxide,COMPOUND_MISSING
REACTANT,REACTANT,pent-4-en-2-yl 4-chloro-2-((S)-pent-4-en-2-yloxy)benzoate,pent-4-en-2-yl 4-chloro-2-((S)-pent-4-en-2-yloxy)benzoate
SOLVENT,SOLVENT,THF,THF
REACTANT,REACTANT,lithium aluminum hydride,lithium aluminum hydride
REACTANT,REACTANT,ice water,ice water
REACTANT,REACTANT,4-vinylaniline,4-vinylaniline
REACTANT,REACTANT,"2,4,5,6-tetrachloropyrimidine","2,4,5,6-tetrachloropyrimidine"
SOLVENT,SOLVENT,acetone,acetone
REACTANT,REACTANT,"N,N-di-iso-propylethylamine","N,N-di-iso-propylethylamine"
REACTANT,REACTANT,2-(3-acetylamino-5-methoxycarbonylphenylamino)-3-nitropyridine,2-(3-acetylamino-5-methoxycarbonylphenylamino)-3-nitropyridine
CATALYST,CATALYST,palladium on carbon,palladium on carbon
SOLVENT,SOLVENT,methanol,methanol
SOLVENT,SOLVENT,"1,4-dioxane","1,4-dioxane"
REACTANT,REACTANT,"(S)-3-{4-[2-(4-hydroxy-phenyl)-[1,2,4]triazolo[1,5-a]pyridin-6-ylmethoxy]-phenyl}-hex-4-ynoic acid ethyl ester","(S)-3-{4-[2-(4-hydroxy-phenyl)-[1,2,4]triazolo[1,5-a]pyridin-6-ylmethoxy]-phenyl}-hex-4-ynoic acid ethyl ester"
REACTANT,REACTANT,4-bromo-2-methyl-butan-2-ol,4-bromo-2-methyl-butan-2-ol
REACTANT,REACTANT,cesium carbonate,cesium carbonate
SOLVENT,SOLVENT,acetonitrile,acetonitrile
REACTANT,REACTANT,tert-butyl 2-chlorothiazole-5-carboxylate,tert-butyl 2-chlorothiazole-5-carboxylate
REACTANT,REACTANT,NaOMe,NaOMe
SOLVENT,SOLVENT,MeCN,MeCN
SOLVENT,SOLVENT,MeOH,MeOH
SOLVENT,SOLVENT,MeOH,MeOH
REACTANT,REACTANT,NaOH,NaOH
REACTANT,REACTANT,DAST,DAST
REACTANT,REACTANT,4-pyridin-2-yl-1-quinoxalin-2-yl-but-3-yn-1-ol,4-pyridin-2-yl-1-quinoxalin-2-yl-but-3-yn-1-ol
SOLVENT,SOLVENT,DCM,DCM
REACTANT,REACTANT,ice,ice
REACTANT,REACTANT,"tert-butyl 3-[(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)oxy]pyrrolidine-1-carboxylate","tert-butyl 3-[(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)oxy]pyrrolidine-1-carboxylate"
REACTANT,REACTANT,methylhydrazine,methylhydrazine
SOLVENT,SOLVENT,CH2Cl2,CH2Cl2
SOLVENT,SOLVENT,MeOH,MeOH
REACTANT,REACTANT,"(RS)-(1-benzenesulfonyl-aziridin-2-yl)-[4-(2,5-dimethyl-phenyl)-piperazin-1-yl]-methanone","(RS)-(1-benzenesulfonyl-aziridin-2-yl)-[4-(2,5-dimethyl-phenyl)-piperazin-1-yl]-methanone"
REACTANT,REACTANT,sodium iodide,sodium iodide
REACTANT,REACTANT,ethyl isocyanate,ethyl isocyanate
REACTANT,REACTANT,diethyl disulfide,diethyl disulfide
REACTANT,REACTANT,sodium p-toluenesulfinate,sodium p-toluenesulfinate
REACTANT,REACTANT,iodine,iodine
REACTANT,REACTANT,Triethylamine,Triethylamine
REACTANT,REACTANT,"N,N-diethyl-p-phenylenediamine hydrochloride","N,N-diethyl-p-phenylenediamine hydrochloride"
SOLVENT,SOLVENT,dichloromethane,dichloromethane
REACTANT,REACTANT,acetyl chloride,acetyl chloride
REACTANT,REACTANT,3-bromo-cyclooctene,3-bromo-cyclooctene
REACTANT,REACTANT,solution,solution
REACTANT,REACTANT,isopropylmagnesium chloride,isopropylmagnesium chloride
SOLVENT,SOLVENT,diethyl ether,diethyl ether
CATALYST,CATALYST,titanium(IV)isopropoxide,titanium(IV)isopropoxide
SOLVENT,SOLVENT,diethyl ether,diethyl ether
REACTANT,REACTANT,acetaldehyde,acetaldehyde
REACTANT,REACTANT,HCl,cyclooctene
REACTANT,REACTANT,product,product
SOLVENT,SOLVENT,methanol,methanol
REACTANT,REACTANT,sodium borohydride,sodium borohydride
REACTANT,REACTANT,2'-dehydroplectaniaxanthin,2'-dehydroplectaniaxanthin
REACTANT,REACTANT,sodium,sodium
SOLVENT,SOLVENT,methanol,methanol
REACTANT,REACTANT,sulphuric acid,sulphuric acid
SOLVENT,COMPOUND_MISSING,methylene chloride,COMPOUND_MISSING
REACTANT,REACTANT,"3-(1-((3,5-dimethylisoxazol-4-yl)methyl)-1H-pyrazol-4-yl)imidazolidine-2,4-dione","3-(1-((3,5-dimethylisoxazol-4-yl)methyl)-1H-pyrazol-4-yl)imidazolidine-2,4-dione"
REACTANT,REACTANT,1-(bromomethyl)-2-methoxybenzene,1-(bromomethyl)-2-methoxybenzene
REACTANT,REACTANT,3-bromo-2-methylpropene,3-bromo-2-methylpropene
REACTANT,REACTANT,"[2,6-bis-(4-trifluoromethylphenyl)-pyridin-4-yl]-acetic acid methyl ester","[2,6-bis-(4-trifluoromethylphenyl)-pyridin-4-yl]-acetic acid methyl ester"
REACTANT,REACTANT,potassium bis(trimethylsilyl)amide,potassium bis(trimethylsilyl)amide
SOLVENT,SOLVENT,THF,THF
REACTANT,REACTANT,"dimethyl 2-(4-(trifluoromethoxy)benzyl)piperidine-1,4-dicarboxylate","dimethyl 2-(4-(trifluoromethoxy)benzyl)piperidine-1,4-dicarboxylate"
REACTANT,REACTANT,lithium bromide,lithium bromide
REACTANT,REACTANT,triethylamine,triethylamine
SOLVENT,SOLVENT,MeCN,MeCN
SOLVENT,SOLVENT,water,water
REACTANT,SOLVENT,MTBE,MTBE
SOLVENT,REACTANT,Water,Water
REACTANT,REACTANT,crude product ( 2 ),crude product ( 2 )
REACTANT,REACTANT,compound ( 2 ),compound ( 2 )
REACTANT,REACTANT,m-chloroperbenzoic acid,m-chloroperbenzoic acid
SOLVENT,SOLVENT,DCM,DCM
CATALYST,REACTANT,MCPBA,MCPBA
REACTANT,REACTANT,aniline,aniline
REACTANT,REACTANT,TEA,TEA
REACTANT,REACTANT,"3,3-dichloro-1-[2,6-dichloro-4-(trifluoromethyl)-3-pyridinyl]-2-propen-1-one","3,3-dichloro-1-[2,6-dichloro-4-(trifluoromethyl)-3-pyridinyl]-2-propen-1-one"
SOLVENT,SOLVENT,dioxane,dioxane
REACTANT,REACTANT,water,water
REACTANT,REACTANT,4-fluorophenylthiol,4-fluorophenylthiol
REACTANT,REACTANT,K2CO3,K2CO3
REACTANT,SOLVENT,DMSO,DMSO
REACTANT,REACTANT,2-fluorobenzaldehyde,2-fluorobenzaldehyde
REACTANT,REACTANT,"N-(3-methyl-benzylidene)-N′-(2,3,5,6-tetrafluoro-pyridin-4-yl)-hydrazine","N-(3-methyl-benzylidene)-N′-(2,3,5,6-tetrafluoro-pyridin-4-yl)-hydrazine"
REACTANT,SOLVENT,tetrahydrofuran,tetrahydrofuran
REACTANT,REACTANT,4-(2-hydroxyethyl)-morpholine,4-(2-hydroxyethyl)-morpholine
REACTANT,REACTANT,sodium hydride,sodium hydride
REACTANT,REACTANT,Methanol,Methanol
REACTANT,REACTANT,para-toluenesulfonyl chloride,para-toluenesulfonyl chloride
REACTANT,REACTANT,"(±)-5-(3-pyridyl)-1,3-pentanediol","(±)-5-(3-pyridyl)-1,3-pentanediol"
REACTANT,REACTANT,triethylamine,triethylamine
SOLVENT,SOLVENT,dichloromethane,dichloromethane
REACTANT,SOLVENT,water,water
REACTANT,REACTANT,ethyl 2-(4-fluorobenzoyl)-3-oxo-4-phenylbutanoate,ethyl 2-(4-fluorobenzoyl)-3-oxo-4-phenylbutanoate
REACTANT,REACTANT,1H-pyrrol-1-amine,1H-pyrrol-1-amine
SOLVENT,SOLVENT,ethanol,ethanol
CATALYST,REACTANT,p-toluenesulfonic acid monohydrate,p-toluenesulfonic acid monohydrate
REACTANT,REACTANT,ethyl acetate,ethyl acetate
REACTANT,REACTANT,Thionyl chloride,Thionyl chloride
REACTANT,REACTANT,"5,6-dihydro-2-methyl-1,4-oxathiin-3-carboxylic acid","5,6-dihydro-2-methyl-1,4-oxathiin-3-carboxylic acid"
SOLVENT,SOLVENT,methylene chloride,methylene chloride
REACTANT,COMPOUND_MISSING,butyl 5-amino-2-chlorobenzoate,COMPOUND_MISSING
REACTANT,COMPOUND_MISSING,triethylamine,COMPOUND_MISSING
SOLVENT,COMPOUND_MISSING,methylene chloride,COMPOUND_MISSING
REACTANT,REACTANT,"ethyl 7-bromo-1-cyclopropyl-8-methoxy-1,4-dihydro-4-oxoquinoline-3-carboxylate","ethyl 7-bromo-1-cyclopropyl-8-methoxy-1,4-dihydro-4-oxoquinoline-3-carboxylate"
REACTANT,REACTANT,6-fluoro-2-(p-toluenesulfonyl)-5-tributylstannyliso-indoline,6-fluoro-2-(p-toluenesulfonyl)-5-tributylstannyliso-indoline
REACTANT,REACTANT,1-fluoro-2-bromomethyl-3-phthalimidopropene,1-fluoro-2-bromomethyl-3-phthalimidopropene
REACTANT,REACTANT,sodium hydride,sodium hydride
REACTANT,REACTANT,isopropanol,isopropanol
SOLVENT,SOLVENT,dimethylformamide,dimethylformamide
REACTANT,SOLVENT,hydrochloric acid,hydrochloric acid
REACTANT,REACTANT,hydrazine hydrate,hydrazine hydrate
SOLVENT,SOLVENT,brine,brine
SOLVENT,SOLVENT,ether,ether
REACTANT,COMPOUND_MISSING,oil,COMPOUND_MISSING
SOLVENT,COMPOUND_MISSING,ethanol,COMPOUND_MISSING
REACTANT,REACTANT,N6 -Benzoyl-9-(5-O-benzoyl-2-deoxy-β-D-threo-pentofuranosyl)adenine,N6 -Benzoyl-9-(5-O-benzoyl-2-deoxy-β-D-threo-pentofuranosyl)adenine
REACTANT,REACTANT,triphenylphosphine,triphenylphosphine
REACTANT,REACTANT,LiN3,LiN3
SOLVENT,SOLVENT,DMF,DMF
REACTANT,REACTANT,diethylazodicarboxylate,diethylazodicarboxylate
REACTANT,REACTANT,6-hydroxybenzofuran-3(2H)-one,6-hydroxybenzofuran-3(2H)-one
REACTANT,REACTANT,1-(methylsulfonyl)piperazine,1-(methylsulfonyl)piperazine
REACTANT,REACTANT,formaldehyde,formaldehyde
SOLVENT,SOLVENT,ethanol,ethanol
REACTANT,REACTANT,Xantphos,Xantphos
REACTANT,REACTANT,2-chloro-6-methyl-isonicotinic acid ethyl ester,2-chloro-6-methyl-isonicotinic acid ethyl ester
REACTANT,REACTANT,Cs2CO3,Cs2CO3
REACTANT,REACTANT,isopropylamine,isopropylamine
SOLVENT,SOLVENT,dioxane,dioxane
REACTANT,REACTANT,Pd(II) acetate,Pd(II) acetate
REACTANT,SOLVENT,methanol,methanol
REACTANT,REACTANT,"cis-4-[4-(7-[2-(Trimethylsilyl)ethoxy]methyl-7H-pyrrolo[2,3-d]pyrimidin-4-yl)-1H-pyrazol-1-yl]cyclohexylacetonitrile","cis-4-[4-(7-[2-(Trimethylsilyl)ethoxy]methyl-7H-pyrrolo[2,3-d]pyrimidin-4-yl)-1H-pyrazol-1-yl]cyclohexylacetonitrile"
REACTANT,REACTANT,TFA,TFA
REACTANT,REACTANT,DCM,DCM
REACTANT,REACTANT,ammonium hydroxide,ammonium hydroxide
SOLVENT,SOLVENT,AcOEt,AcOEt
REACTANT,REACTANT,"6-(2,4-dichloro-phenyl)-3-(6-fluoro-pyridin-3-yl)-8-isobutoxy-imidazo[1,2-a]pyridine-7-carbonitrile","6-(2,4-dichloro-phenyl)-3-(6-fluoro-pyridin-3-yl)-8-isobutoxy-imidazo[1,2-a]pyridine-7-carbonitrile"
REACTANT,REACTANT,morpholine,morpholine
SOLVENT,SOLVENT,DMSO,DMSO
REACTANT,REACTANT,Sulfuryl chloride,Sulfuryl chloride
REACTANT,REACTANT,ethyl 2-ethoxyimino-3-oxobutyrate,ethyl 2-ethoxyimino-3-oxobutyrate
SOLVENT,SOLVENT,acetic acid,acetic acid
REACTANT,REACTANT,resultant solution,resultant solution
REACTANT,REACTANT,water,water
REACTANT,REACTANT,methyl 2-fluoro-3-methylthio-4-(trifluoromethyl)benzoate,methyl 2-fluoro-3-methylthio-4-(trifluoromethyl)benzoate
REACTANT,REACTANT,sodium methoxide,sodium methoxide
SOLVENT,SOLVENT,methanol,methanol
REACTANT,REACTANT,2-(butoxy)-8-(methoxy)-9-(tetrahydro-2H-pyran-2-yl)-9H-purin-6-amine,2-(butoxy)-8-(methoxy)-9-(tetrahydro-2H-pyran-2-yl)-9H-purin-6-amine
REACTANT,REACTANT,trifluoroacetic acid,trifluoroacetic acid
SOLVENT,SOLVENT,methanol,methanol
REACTANT,REACTANT,11A,11A
SOLVENT,REACTANT,THF,THF
REACTANT,REACTANT,super-hydride,super-hydride
REACTANT,COMPOUND_MISSING,pyroglutamide,COMPOUND_MISSING
REACTANT,REACTANT,2-n-butyl-1-(2-chlorophenyl)methyl-5-(α-hydroxy)ethyl-1H-imidazole,2-n-butyl-1-(2-chlorophenyl)methyl-5-
CATALYST,REACTANT,manganese dioxide,manganese dioxide
REACTANT,SOLVENT,toluene,toluene
SOLVENT,REACTANT,water,water
REACTANT,REACTANT,"N-(3,5-difluorophenylacetyl)-L-alanine","N-(3,5-difluorophenylacetyl)-L-alanine"
REACTANT,REACTANT,"3-amino-1,3,4,5-tetrahydro-2H-1-benzazepin-2-one","3-amino-1,3,4,5-tetrahydro-2H-1-benzazepin-2-one"
REACTANT,REACTANT,Tert-Butyl piperazine-1-carboxylate,Tert-Butyl piperazine-1-carboxylate
REACTANT,REACTANT,3-chloro-4-fluorobenzonitrile,3-chloro-4-fluorobenzonitrile
REACTANT,REACTANT,K2CO3,K2CO3
REACTANT,COMPOUND_MISSING,1d,COMPOUND_MISSING
REACTANT,REACTANT,sodium sulfite,sodium sulfite
REACTANT,REACTANT,N-ethyl-N-(1H-pyrrol-1-yl)-4-pyridinamine,N-ethyl-N-(1H-pyrrol-1-yl)-4-pyridinamine
REACTANT,REACTANT,N-chlorosuccinimide,N-chlorosuccinimide
SOLVENT,SOLVENT,tetrahydrofuran,tetrahydrofuran
REACTANT,REACTANT,Dioxolane,Dioxolane
REACTANT,REACTANT,HCl,HCl
SOLVENT,SOLVENT,MeOH,MeOH
REACTANT,REACTANT,"[5-(7-benzenesulfonyl-4-cyclopentyl-7H-pyrrolo[2,3-d]pyrimidin-5-ylmethyl)-pyridin-2-yl]-(6-trifluoromethyl-pyridin-3-ylmethyl)-amine","[5-(7-benzenesulfonyl-4-cyclopentyl-7H-pyrrolo[2,3-d]pyrimidin-5-ylmethyl)-pyridin-2-yl]-(6-trifluoromethyl-pyridin-3-ylmethyl)-amine"
REACTANT,REACTANT,tetra-n-butylammonium fluoride,tetra-n-butylammonium fluoride
SOLVENT,SOLVENT,tetrahydrofuran,tetrahydrofuran
REACTANT,REACTANT,PyBrOP,PyBrOP
REACTANT,SOLVENT,diisopropylethylamine,diisopropylethylamine
SOLVENT,SOLVENT,NMP,NMP
REACTANT,REACTANT,4-[(4-tert-butylcyclohexylamino)methyl]-N-(2H-tetrazol-5-yl)-benzamide,4-[(4-tert-butylcyclohexylamino)methyl]-N-(2H-tetrazol-5-yl)-benzamide
REACTANT,REACTANT,benzo[b]thiophene-2-carboxylic acid,benzo[b]thiophene-2-carboxylic acid
REACTANT,REACTANT,benzyl 3-hydroxy-4-(4-hydroxyphenyl)piperidinecarboxylate,benzyl 3-hydroxy-4-(4-hydroxyphenyl)piperidinecarboxylate
REACTANT,REACTANT,azetidine-1-carboxylate,azetidine-1-carboxylate
CATALYST,CATALYST,Pt,Pt
REACTANT,REACTANT,methallyl chloride,methallyl chloride
REACTANT,REACTANT,Me2SiHCl,Me2SiHCl
REACTANT,REACTANT,"N-(2-chloroethyl)-1,2-benzisothiazole-3-carboxamide","N-(2-chloroethyl)-1,2-benzisothiazole-3-carboxamide"
REACTANT,REACTANT,"1-(6-chloro-1,2-benzisoxazol-3-yl)piperidine","1-(6-chloro-1,2-benzisoxazol-3-yl)piperidine"
SOLVENT,SOLVENT,N-methylpyrrolidinone,N-methylpyrrolidinone
SOLVENT,SOLVENT,water,water
REACTANT,REACTANT,sodium carbonate,sodium carbonate
REACTANT,REACTANT,(R)-1-(4-chlorophenyl)-2-[(2-hydroxyethyl)amino]-1-ethanol,(R)-1-(4-chlorophenyl)-2-[(2-hydroxyethyl)amino]-1-ethanol
REACTANT,REACTANT,triethylamine,triethylamine
REACTANT,REACTANT,allyl bromide,allyl bromide
SOLVENT,REACTANT,dimethylacetamide,dimethylacetamide
REACTANT,REACTANT,7-aminocepahlosporanic acid,7-aminocepahlosporanic acid
REACTANT,REACTANT,triethylamine,3-[(acetyloxy)methyl]-7-amino-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid triethylammonium salt
SOLVENT,SOLVENT,propanol,propanol
REACTANT,REACTANT,p-chloromethylphenylmalonic acid,p-chloromethylphenylmalonic acid
SOLVENT,REACTANT,methylene chloride,α-Carboxy-p-chloromethylphenylacetyl nitrophenyl polymer
REACTANT,REACTANT,7-aminocephalosporanic acid,7-aminocephalosporanic acid
REACTANT,REACTANT,"3-[(N-tert-butoxycarbonyl-L-alaninyl)amino]-2,3-dihydro-1-methyl-5-(2-pyridyl)-1H-1,4-benzodiazepin-2-one","3-[(N-tert-butoxycarbonyl-L-alaninyl)amino]-2,3-dihydro-1-methyl-5-(2-pyridyl)-1H-1,4-benzodiazepin-2-one"
SOLVENT,SOLVENT,CH2Cl2,CH2Cl2
REACTANT,REACTANT,TFA,TFA
REACTANT,REACTANT,methoxy carbonyl isothiocyanate,methoxy carbonyl isothiocyanate
SOLVENT,REACTANT,acetone,acetone
REACTANT,REACTANT,1-amino-4-carbamoylthio-2-nitrobenzene,1-amino-4-carbamoylthio-2-nitrobenzene
REACTANT,REACTANT,4-carbamoylthio-1-(3-methoxycarbonyl-2-thioureido)-2-nitrobenzene,4-carbamoylthio-1-(3-methoxycarbonyl-2-thioureido)-2-nitrobenzene
SOLVENT,CATALYST,iron,iron
REACTANT,COMPOUND_MISSING,"1,2-diamino-4-carbamoylthiobenzene",COMPOUND_MISSING
REACTANT,REACTANT,5-carbamoyl-1-(4-nitrobenzyl)imidazolium-4-olate,5-carbamoyl-1-(4-nitrobenzyl)imidazolium-4-olate
REACTANT,REACTANT,"2,3,4-tri-O-acetyl-α-L-rhamnopyranosyl bromide","2,3,4-tri-O-acetyl-α-L-rhamnopyranosyl bromide"
REACTANT,REACTANT,Ph3P,Ph3P
SOLVENT,REACTANT,dichloromethane,dichloromethane
REACTANT,REACTANT,(E)-5-methyl-4-tetradecenal,(E)-5-methyl-4-tetradecenal
SOLVENT,SOLVENT,dichloromethane,dichloromethane
REACTANT,REACTANT,CBr4,CBr4
SOLVENT,SOLVENT,dichloromethane,dichloromethane
REACTANT,REACTANT,3-(4-chlorobenzoyl)-benzeneacetic acid,3-(4-chlorobenzoyl)-benzeneacetic acid
REACTANT,REACTANT,thionyl chloride,thionyl chloride
REACTANT,REACTANT,2-methyl-3-tert.-butoxypropanal,2-methyl-3-tert.-butoxypropanal
SOLVENT,SOLVENT,methanol,methanol
REACTANT,REACTANT,propylamine,propylamine
REACTANT,REACTANT,"4-(4-(1H-indol-5-ylamino)-thieno[3,2-d]pyrimidin-6-yl]-benzaldehyde","4-(4-(1H-indol-5-ylamino)-thieno[3,2-d]pyrimidin-6-yl]-benzaldehyde"
REACTANT,REACTANT,3-benzoyl-3-phenylbutyraldehyde,3-benzoyl-3-phenylbutyraldehyde
REACTANT,REACTANT,1-(2-methoxyphenyl)piperazine,1-(2-methoxyphenyl)piperazine
REACTANT,REACTANT,sodium,sodium
REACTANT,REACTANT,NH4Cl,NH4Cl
REACTANT,REACTANT,"N-(5-chloro[1,2,4]triazolo[1,5-a]pyridin-2-yl)nicotinamide","N-(5-chloro[1,2,4]triazolo[1,5-a]pyridin-2-yl)nicotinamide"
REACTANT,REACTANT,"2,2-dimethylethenylboronic acid","2,2-dimethylethenylboronic acid"
REACTANT,REACTANT,cesium fluoride,cesium fluoride
CATALYST,CATALYST,bis(triphenylphosphine)palladium(II) chloride,bis(triphenylphosphine)palladium(II) chloride
SOLVENT,SOLVENT,water,water
SOLVENT,REACTANT,THF,THF
REACTANT,REACTANT,"4-(3-bromo-phenyl)-1,3-dihydro-indol-2-one","4-(3-bromo-phenyl)-1,3-dihydro-indol-2-one"
REACTANT,REACTANT,5-formyl-4-methyl-1H-pyrrole-3-carboxylic acid (2-diethylamino-ethyl)-amide,5-formyl-4-methyl-1H-pyrrole-3-carboxylic acid (2-diethylamino-ethyl)-amide
SOLVENT,SOLVENT,ethanol,ethanol
CATALYST,CATALYST,piperidine,piperidine
REACTANT,REACTANT,Nitrophenylethyl ester,Nitrophenylethyl ester
REACTANT,REACTANT,DBU,DBU
SOLVENT,SOLVENT,DMF,DMF
SOLVENT,REACTANT,DMF,DMF
REACTANT,REACTANT,diisopropylethylamine,diisopropylethylamine
REACTANT,CATALYST,pentafluorophenyl trifluoroacetate,pentafluorophenyl trifluoroacetate
REACTANT,REACTANT,(S)-Dimethyl 2-((7-chloro-4-(hydroxymethyl)-1H-indazol-5-yl)methyl)succinate,(S)-Dimethyl 2-((7-chloro-4-(hydroxymethyl)-1H-indazol-5-yl)methyl)succinate
SOLVENT,SOLVENT,dichloromethane,dichloromethane
REACTANT,REACTANT,Thionyl chloride,Thionyl chloride
SOLVENT,REACTANT,ethyl acetate,ethyl acetate
REACTANT,REACTANT,(E)-2-[2-(1H-indazol-3-yl)vinyl]benzoic acid,(E)-2-[2-(1H-indazol-3-yl)vinyl]benzoic acid
REACTANT,REACTANT,4-methylmorpholine,4-methylmorpholine
REACTANT,REACTANT,"3-amino-1,2,4-triazole","3-amino-1,2,4-triazole"
REACTANT,REACTANT,EDC,EDC
SOLVENT,SOLVENT,THF,THF
SOLVENT,COMPOUND_MISSING,water,COMPOUND_MISSING
REACTANT,COMPOUND_MISSING,1-hydroxybenzotriazole monohydrate,COMPOUND_MISSING
REACTANT,REACTANT,(3S)-tert-butyl 3-(1-hydroxybut-3-enyl)pyrrolidine-1-carboxylate,(3S)-tert-butyl 3-(1-hydroxybut-3-enyl)pyrrolidine-1-carboxylate
REACTANT,REACTANT,diazomethane,diazomethane
SOLVENT,SOLVENT,THF,THF
CATALYST,CATALYST,palladium (II) acetate,palladium (II) acetate
REACTANT,REACTANT,water,water
REACTANT,REACTANT,"3-(4-aminophenyl)-1H-pyrrolo[2,3-b]pyridine-2-carboxamide","3-(4-aminophenyl)-1H-pyrrolo[2,3-b]pyridine-2-carboxamide"
REACTANT,REACTANT,"3,4-dimethoxyphenyl isocyanate","3,4-dimethoxyphenyl isocyanate"
REACTANT,REACTANT,2-nitro-3-methoxybenzaldehyde,2-nitro-3-methoxybenzaldehyde
SOLVENT,SOLVENT,tetrahydrofuran,tetrahydrofuran
REACTANT,REACTANT,solution,solution
REACTANT,REACTANT,n-butyllithium,n-butyllithium
SOLVENT,SOLVENT,hexane,hexane
SOLVENT,SOLVENT,diethyl ether,diethyl ether
REACTANT,REACTANT,"1,3-difluorobenzene","1,3-difluorobenzene"
SOLVENT,SOLVENT,tetrahydrofuran,tetrahydrofuran
REACTANT,REACTANT,ammonium chloride,ammonium chloride
REACTANT,REACTANT,5-bromo-2-chloro-benzoyl chloride,5-bromo-2-chloro-benzoyl chloride
SOLVENT,SOLVENT,dichloromethane,dichloromethane
REACTANT,REACTANT,"1-ethoxy-2,3-difluoro-benzene","1-ethoxy-2,3-difluoro-benzene"
REACTANT,REACTANT,aluminum trichloride,aluminum trichloride
REACTANT,REACTANT,chloromethyl methyl ether,chloromethyl methyl ether
REACTANT,REACTANT,"4-hydroxy-isobenzofuran-1,3-dione","4-hydroxy-isobenzofuran-1,3-dione"
REACTANT,REACTANT,diisopropylethylamine,diisopropylethylamine
SOLVENT,SOLVENT,"N,N-dimethylformamide","N,N-dimethylformamide"
REACTANT,REACTANT,"3-cyclobutyl-2-[4-nitro-3-(2,2,2-trifluoro-ethoxy)-phenyl]-propionic acid methyl ester","3-cyclobutyl-2-[4-nitro-3-(2,2,2-trifluoro-ethoxy)-phenyl]-propionic acid methyl ester"
SOLVENT,SOLVENT,EtOH,EtOH
CATALYST,CATALYST,Pd—C,Pd—C
REACTANT,REACTANT,"(S)-1,1-dibenzyl 2-ethyl propane-1,1,2-tricarboxylate","(S)-1,1-dibenzyl 2-ethyl propane-1,1,2-tricarboxylate"
SOLVENT,SOLVENT,methanol,methanol
CATALYST,CATALYST,palladium on carbon,palladium on carbon
REACTANT,REACTANT,"2-benzyl-3-iodo-6-(3,3-ethylenedioxypyrrolidine-1-yl)pyridine","2-benzyl-3-iodo-6-(3,3-ethylenedioxypyrrolidine-1-yl)pyridine"
REACTANT,REACTANT,(3R)-3-ethynyl-3-quinuclidinol,(3R)-3-ethynyl-3-quinuclidinol
REACTANT,REACTANT,cuprous iodide,cuprous iodide
REACTANT,REACTANT,triethylamine,triethylamine
CATALYST,CATALYST,tetrakis(triphenylphosphine)palladium,tetrakis(triphenylphosphine)palladium
SOLVENT,SOLVENT,methanol,methanol
REACTANT,REACTANT,"Chlorodimethyl(1,5,6,7-tetrahydro-3-phenyl-s-indacen-1-yl) silane","Chlorodimethyl(1,5,6,7-tetrahydro-3-phenyl-s-indacen-1-yl) silane"
REACTANT,REACTANT,NEt3,NEt3
REACTANT,REACTANT,cyclohexylamine,cyclohexylamine
SOLVENT,SOLVENT,hexane,hexane
REACTANT,REACTANT,6-chlorochromone,6-chlorochromone
SOLVENT,SOLVENT,ethanol,ethanol
REACTANT,REACTANT,methylhydrazine sulfate,methylhydrazine sulfate
REACTANT,REACTANT,triethylamine,triethylamine
REACTANT,REACTANT,5-methylbenzo[b]thiophene,5-methylbenzo[b]thiophene
REACTANT,REACTANT,N-bromosuccinimide,N-bromosuccinimide
REACTANT,REACTANT,5-(4-bromo-phenyl)-3-methyl-4-oxiranyl-isoxazole,5-(4-bromo-phenyl)-3-methyl-4-oxiranyl-isoxazole
REACTANT,REACTANT,(3-trifluoromethyl-phenyl)-methanethiol,(3-trifluoromethyl-phenyl)-methanethiol
SOLVENT,SOLVENT,AcOH,AcOH
REACTANT,REACTANT,D-biotin,D-biotin
REACTANT,REACTANT,H2O2,H2O2
REACTANT,REACTANT,biotin sulfoxide,biotin sulfoxide
REACTANT,REACTANT,"3-Chloro-2,5-dimethylpyrazine","3-Chloro-2,5-dimethylpyrazine"
REACTANT,REACTANT,N-benzylpiperazine,N-benzylpiperazine
REACTANT,REACTANT,sodium hydrogen carbonate,sodium hydrogen carbonate
REACTANT,REACTANT,"5-(2,4-dichloro-5-(5-fluoropyridin-2-yl)benzamido)-1-phenyl-1H-pyrazole-3-carboxylic acid","5-(2,4-dichloro-5-(5-fluoropyridin-2-yl)benzamido)-1-phenyl-1H-pyrazole-3-carboxylic acid"
REACTANT,REACTANT,ethanolamine,ethanolamine
REACTANT,REACTANT,HATU,HATU
