reaction_id,COMPOUND__n_ref,COMPOUND__n_inf,COMPOUND__n_removal,COMPOUND__n_addition,COMPOUND__n_alteration_strict,COMPOUND__n_alteration_nonstrict,COMPOUND__n_intact_strict,COMPOUND__n_intact_nonstrict,PRODUCT_COMPOUND__n_ref,PRODUCT_COMPOUND__n_inf,PRODUCT_COMPOUND__n_removal,PRODUCT_COMPOUND__n_addition,PRODUCT_COMPOUND__n_alteration_strict,PRODUCT_COMPOUND__n_alteration_nonstrict,PRODUCT_COMPOUND__n_intact_strict,PRODUCT_COMPOUND__n_intact_nonstrict,REACTION_CONDITIONS__n_ref,REACTION_CONDITIONS__n_inf,REACTION_CONDITIONS__n_removal,REACTION_CONDITIONS__n_addition,REACTION_CONDITIONS__n_alteration_strict,REACTION_CONDITIONS__n_alteration_nonstrict,REACTION_CONDITIONS__n_intact_strict,REACTION_CONDITIONS__n_intact_nonstrict,REACTION_WORKUP__n_ref,REACTION_WORKUP__n_inf,REACTION_WORKUP__n_removal,REACTION_WORKUP__n_addition,REACTION_WORKUP__n_alteration_strict,REACTION_WORKUP__n_alteration_nonstrict,REACTION_WORKUP__n_intact_strict,REACTION_WORKUP__n_intact_nonstrict
ord-92c6f400c03841adb31c7d1bf8f45160,6,6,0,0,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0
ord-306e8fbcafdb4ceabca4323d2ded0b76,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-6699a2a6507848228bc6e4a2ae0c5240,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-17df2b0f108e4a0f8c4be5c802d67470,5,7,0,2,2,1,3,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,11,10,1,0,3,3,7,7
ord-6fd233ac571c4b85b78501b02660b20c,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-0edf3aa6fcc0433cac4aaa8c139375d2,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-d66277e98d1f4a59a5cad9023b6c3b9e,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,9,9,0,0,0,0,9,9
ord-650908670b2c4181a7fcb27627776ddc,6,6,0,0,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,12,12,0,0,2,2,10,10
ord-faa26658891c4509aff9eec27abec655,3,3,0,0,0,0,3,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,2,2,0,0,1,1,1,1
ord-5e0eecd11cc940889f62346340f9e73a,3,2,1,0,0,0,2,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-31aa38c7c1994a8a9269c5d5ac9a8908,2,2,0,0,0,0,2,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-0595045c329042d7b4f039ada9af541a,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,9,9,0,0,0,0,9,9
ord-1a81f3bd9d014e9f9997ffb94dc49b04,7,6,1,0,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-a5096634d21444f689a6e0ed91bc23e5,4,5,0,1,1,0,3,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-a7aad64f07364d59879d564befe3770f,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-94b2a88c306e46999405c3ed3e01ce97,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-f074dd3d26e044e78e8ec478aca35356,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-cf23e5578a4340e0a92cb8549dc7a929,4,4,0,0,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-fb1dae48ed244936ae7d49afde158323,3,4,0,1,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-a3e319e1b35045e7a8866e6939c3072d,6,6,0,0,0,0,6,6,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,7,6,1,0,1,1,5,5
ord-b12ae33766dc4990830cca93cf74f38e,6,5,1,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,13,15,0,2,0,0,13,13
ord-98fd6ea357a243d78e0bdcc503d56dcd,5,2,3,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-7f74231b95994c3e8efb17bf13932a94,6,5,1,0,1,1,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,10,10,0,0,0,0,10,10
ord-0e169bca40c54a8ba19cbd682c3c08dd,2,2,0,0,0,0,2,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-275c8986db23405db1067e4550f6516b,7,8,0,1,0,0,7,7,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,11,11,0,0,0,0,11,11
ord-09d437709eb9477594777167d5c87d17,7,6,1,0,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,5,1,0,0,0,5,5
ord-1cab04a17bb944e2a9dba70758caa9a3,5,6,0,1,0,0,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,3,3,0,0,1,1,2,2
ord-e49cc1a6ac694d38a8d5dbc85e75cd6c,4,4,0,0,1,0,3,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-001a5d25111a4f1293ca834961a71ea1,2,2,0,0,0,0,2,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-7ab1a02e439c458db693e111e266a640,6,3,3,0,1,1,2,2,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,3,3,0,0,0,0,3,3
ord-ae1aeca5d76948d39fddeb53bcfb7b0c,5,5,0,0,1,0,4,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-c6c7339c8653491baace3b4dec548af6,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-67194a7a11e64cd1af377858e7f89211,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-4658416d6d5c48be8cd2788594c4fcd1,4,3,1,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,5,6,0,1,1,1,4,4
ord-5cc4ca10819a4ad0a52143bdb44fa761,5,5,0,0,1,0,4,5,2,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-5dcca113a1cb4086a266776922cbd8b1,7,7,0,0,0,0,7,7,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-6c44fa33634a4a078ac92e8fa6562c84,4,6,0,2,1,1,3,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-f562fd72e9914998843396c863fcd35a,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,10,11,0,1,0,0,10,10
ord-b7e3fa4ac27b453bb45f1609299fe1d2,5,5,0,0,1,0,4,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-0098f604872541aa9e4c79b0cb3b5a3c,2,2,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-3698a6ad19fb4ff2896f401eac37a368,3,3,0,0,1,1,2,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-10689a166c0347569b1b4c07a0e6c51d,5,5,0,0,2,0,3,5,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,8,12,0,4,0,0,8,8
ord-390ca374b2c1415cbf0e59e22b54eb3f,5,5,0,0,0,0,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,6,6,0,0,1,1,5,5
ord-641f51c798f940eeb2099c160a28ea90,4,5,0,1,1,1,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,8,7,1,0,0,0,7,7
ord-774c99cc81fc472398d00b514119c764,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-f4d8ca6b9abb48849b0da9a8724128c3,5,6,0,1,0,0,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,6,6,0,0,2,2,4,4
ord-9412bd45f2d34d18aeb12f863e65ba4c,5,5,0,0,3,1,2,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,9,10,0,1,0,0,9,9
ord-9c2df8e642954f09a83020ff72633e89,6,6,0,0,1,0,5,6,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-4b1b2c56ca564ff9a66078fbe31961df,8,7,1,0,1,0,6,7,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-263fc2680f744562addcdd506b82dcd4,4,4,0,0,1,1,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-4ce98b3d00804d239802bcaed249e987,2,2,0,0,1,0,1,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-8fbb5ec62a494ce3893b37138917f7bf,4,4,0,0,1,0,3,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,8,8,0,0,0,0,8,8
ord-fcf4cdc5076c4ac088906b41d542d27e,5,5,0,0,0,0,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-8116bc13f297404c88961879ba24fb6f,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,9,9,0,0,1,1,8,8
ord-c463f934d8eb44e5a48fba4305657e97,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,3,3,3,3
ord-4a9438649780479cbbda62ea09e10af1,4,3,1,0,1,0,2,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0
ord-93ae9d1a466b4e7288548fc5bc2c41e1,6,5,1,0,2,0,3,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-c3ea3b03549944d9b0092dd71fc8dfcf,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-3a44bfb40511409788b9a91da5297ba2,6,7,0,1,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-d810d124d6f74334a2df52d7e2e958e1,5,4,1,0,1,0,3,4,3,1,2,0,0,0,1,1,1,1,0,0,0,0,1,1,5,5,0,0,1,1,4,4
ord-641cf3df8e4b44eeac8180c564f37a81,5,5,0,0,1,1,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-cf2a4f26ddf545eb94714112bf53d9b4,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,9,9,0,0,0,0,9,9
ord-1edd3888fb27403387994d92496e03db,5,4,1,0,1,0,3,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,8,9,0,1,0,0,8,8
ord-69b6cf32a3fe49ae9f07bfa6b5d05cf8,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-9fdc3a9112ee4896a2ca4f2715741251,4,6,0,2,1,1,3,3,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,4,3,1,0,0,0,3,3
ord-250fe64af1db4f27acae84bd8257e7a6,3,3,0,0,1,0,2,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-1c537545f2964122a62d2fd303c60f36,4,4,0,0,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-d5d8a1cadd864919a89e07b583a1d38c,3,3,0,0,0,0,3,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,6,5,1,0,1,1,4,4
ord-7a011c6c5dae4ed2badb4c755c69e913,7,8,0,1,1,0,6,7,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,3,2,1,0,1,1,1,1
ord-39e0ede68a744241b7f1cacc2864a4db,5,5,0,0,2,1,3,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,10,10,0,0,1,1,9,9
ord-4d2b8465334845af8cade2ce1ece2a9a,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,8,8,0,0,0,0,8,8
ord-c958e7b1ee304893bfb44307fd9d381e,5,5,0,0,0,0,5,5,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,7,7,0,0,2,2,5,5
ord-751828b53c4f45e08f8d9d942351b8c1,4,4,0,0,1,0,3,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-126887e2e6394d5e837a097c177a4ffc,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-d54a00cbb60c4c57bb0975f2edfc08d4,6,6,0,0,1,0,5,6,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-78f22ce2c03b4bd69adbe1e31e34e612,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-9e02d667f66a420995ec24c603a5c40c,5,4,1,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,8,8,0,0,0,0,8,8
ord-4737dcee7af3481aa69af4c9c05d8908,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-e4712a18d0d144cbaaf6ae12dbb30cd8,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-c3a396a5700c468d823816ad52f686f9,4,4,0,0,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,9,9,0,0,0,0,9,9
ord-69432c02934e463090ffb494f6d24eed,8,9,0,1,1,0,7,8,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-fa32a5d0e0754492a1ae7f21cf8d1c01,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,8,8,0,0,0,0,8,8
ord-0cf02fa20a0f4cb28295c40b36d6faf2,5,5,0,0,2,1,3,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,10,9,1,0,1,1,8,8
ord-f83c5a53bd7149a3853f036fd15d2aed,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-b991ac5f3d394d208abdb1578f1f38be,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,4,1,0,1,1,3,3
ord-254f34a4ccf1442bafa6a84edc665b43,7,7,0,0,2,0,5,7,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,8,8,0,0,0,0,8,8
ord-39f1d3e0c9a6427b93996405c4f2f09d,5,5,0,0,1,0,4,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,7,0,1,1,1,5,5
ord-0bd35b1bebb643309164014e2ea839b3,4,4,0,0,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,6,6,0,0,0,0,6,6
ord-1763c2236ee6482b8ffc17812469a2d4,5,5,0,0,2,1,3,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-c2f2f29c6cda40148b63c45941273bfc,4,4,0,0,1,0,3,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-d61714cdea6a40caa0fb622831704447,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-8766535b3e544727884c38e3c4b4d54c,6,6,0,0,3,0,3,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-0a8087d9780d4e799ea7084e41f1713b,6,3,3,0,0,0,3,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,10,11,0,1,2,2,8,8
ord-60e61d26b36645678bfdc967af959894,2,2,0,0,0,0,2,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-82a17360ae04476cb2edde3cccb732bd,10,9,1,0,1,0,8,9,3,1,2,0,0,0,1,1,1,1,0,0,0,0,1,1,8,9,0,1,0,0,8,8
ord-3ef0a14e99cc40ae920bf38dd7b4f8db,5,5,0,0,0,0,5,5,2,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,8,8,0,0,1,1,7,7
ord-11ddbdc696f147078b490653667f6536,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-191d6945db324f0d99bdb10a34513dd9,6,6,0,0,1,0,5,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-88a82aa3397045c696a232ad7410dd42,5,4,1,0,0,0,4,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,4,5,0,1,1,1,3,3
ord-dd35874527be4d79baf3c8ea2f0083e8,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-0edc11b8676f4737acb53067d107a76b,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,5,0,0,1,1,4,4
ord-eb66eca9ff114c5fb61a5bed5d6cd51b,3,3,0,0,0,0,3,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-cc4f27863b4a4a379ea2ac1570791bd7,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,7,0,1,0,0,6,6
ord-6a33df16ef434bfbb2e051b70bf35eb1,4,3,1,0,2,1,1,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,8,8,0,0,0,0,8,8
ord-0c33b7bd53ad4bf199ec1dd9efa3febc,4,4,0,0,1,0,3,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-cba379e2ae724ecfa262f7164f228183,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-cd70fbc92fab4219a012e09d2f27d413,4,3,1,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,3,3,0,0,0,0,3,3
ord-4b5bddc8faa141fda98ec41d94a7a608,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,7,7,0,0,1,1,6,6
ord-3008cdffa15c4c2a92028b790b31be38,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-b189a1ef57814d088acdd04a4c85db00,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,10,10,0,0,0,0,10,10
ord-2afc91b2f882430facf8de2146485e63,5,7,0,2,1,0,4,5,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-b93493bd349c4f4c8bd9a86574c0494e,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-c37ae6ebcdfb4438bca4ec9d069cae98,3,3,0,0,1,1,2,2,2,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,5,6,0,1,2,2,3,3
ord-7b5ba688ae964c8480432dc133f235d1,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,10,10,0,0,1,1,9,9
ord-d16eaf2be54b4e64a4f9b24b6aaacada,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,2,2,4,4
ord-8e08222ff9964031833b565344acf0da,6,6,0,0,3,3,3,3,2,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,12,11,1,0,0,0,11,11
ord-cf499245c7cb46bf86399318fbb28a84,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-acd96665fa7d4ca0b5f857d9849ea754,6,5,1,0,2,0,3,5,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,5,3,2,0,0,0,3,3
ord-3e8ba6bde4524dc39205368d4a826d04,2,2,0,0,0,0,2,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-e9e3c05815f4490b8938cec997c791b9,6,8,0,2,1,1,5,5,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,13,10,3,0,4,4,6,6
ord-1572626765a34942858df12b8e663df9,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-7609417250994fefbb64769d8008644d,2,2,0,0,0,0,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-83edb220f3c6421fb38f1a8b864a33ef,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-454c807d8ecf49938a11bf92c55568bf,3,3,0,0,1,1,2,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-a08601cf2da54552822d6bfa7024c571,7,7,0,0,1,0,6,7,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,6,0,1,0,0,5,5
ord-ade13c615b7c4e50b9532c2eca62af5e,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-ab1366e9f04248cf959e0dc5a4bd5ce7,6,4,2,0,0,0,4,4,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,11,12,0,1,1,1,10,10
ord-4f919e8a5a6d4489b467e6c4c66cca1a,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-68cffc05b64c425c9733ef06bd7449d1,8,6,2,0,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-ee172b0521ae4f3486581a652f5a4e7d,5,5,0,0,1,0,4,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-46738f2b495d4015b941dbe8ceea411c,2,2,0,0,0,0,2,2,2,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-c2d3e1ce8c1a49cb86584afdb285a719,9,8,1,0,0,0,8,8,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,6,7,0,1,2,2,4,4
ord-91fb6dc8c31d4c708b5a75116b507c21,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-9c159aa09fca4c05ba10f78ada78664b,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,8,8,0,0,0,0,8,8
ord-cdfe9a5c14ae4a07b5990765833c84da,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-f00957924cca487ab4b4d6a261d6ac4a,3,3,0,0,0,0,3,3,2,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-2d088844882042ffb72b6f09a20e2993,6,6,0,0,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,13,12,1,0,1,1,11,11
ord-fa2982f692d04b71b899c4d641464e0c,4,3,1,0,0,0,3,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,4,4,0,0,1,1,3,3
ord-d1c1bf1b29ce420f8d758011b46d8eb2,4,4,0,0,0,0,4,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-ea8219f6f8184ae897806366e57fd5bd,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-b01785eb26254970b388ff956d8eba29,2,2,0,0,0,0,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-29ed544e7f7e41b1b405df41afd27d0c,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,4,2,0,1,1,3,3
ord-145e06f18d0d4bf9b74108aadfdb0624,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-02ded676a6594f60b327dca1cbc56faa,5,5,0,0,0,0,5,5,2,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-bbb7264266f546f2b8552eebeb0808ec,4,3,1,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,8,0,2,1,1,5,5
ord-992207e0f97d477f9179e0b67077d6d8,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-2f5c5eab6ad440deacf29542f6e304bd,3,3,0,0,0,0,3,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-5169342961b547a3bb30105cc0887b1a,4,4,0,0,1,0,3,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,8,8,0,0,1,1,7,7
ord-b7dd42d778c84706a9c419e629016440,5,4,1,0,1,0,3,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,8,8,0,0,0,0,8,8
ord-0a2cf5f9c1ef416083e1abf734d75bb4,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,9,10,0,1,1,1,8,8
